"method","rho_est","fpr","K","rep"
"Fisher",0.00739778359836341,0.0493,2,1
"Brown",0.00739778359836341,0.0493,2,1
"Stouffer",0.00739778359836341,0.0513,2,1
"DPM",0.00739778359836341,0.0301,2,1
"ORBIT_P",0.00739778359836341,0.0521,2,1
"Fisher",0.00379295586772703,0.0498,3,1
"Brown",0.00379295586772703,0.0498,3,1
"Stouffer",0.00379295586772703,0.0531,3,1
"DPM",0.00379295586772703,0.0189,3,1
"ORBIT_P",0.00379295586772703,0.0526,3,1
"Fisher",-0.00324519431766963,0.0468,4,1
"Brown",-0.00324519431766963,0.0468,4,1
"Stouffer",-0.00324519431766963,0.0508,4,1
"DPM",-0.00324519431766963,0.0102,4,1
"ORBIT_P",-0.00324519431766963,0.0509,4,1
"Fisher",-0.00276541303021996,0.0513,5,1
"Brown",-0.00276541303021996,0.0513,5,1
"Stouffer",-0.00276541303021996,0.0486,5,1
"DPM",-0.00276541303021996,0.0077,5,1
"ORBIT_P",-0.00276541303021996,0.0499,5,1
"Fisher",-0.00495845317347791,0.0498,6,1
"Brown",-0.00495845317347791,0.0498,6,1
"Stouffer",-0.00495845317347791,0.0478,6,1
"DPM",-0.00495845317347791,0.0041,6,1
"ORBIT_P",-0.00495845317347791,0.0486,6,1
"Fisher",-0.0021847625463682,0.0504,7,1
"Brown",-0.0021847625463682,0.0504,7,1
"Stouffer",-0.0021847625463682,0.0492,7,1
"DPM",-0.0021847625463682,0.0031,7,1
"ORBIT_P",-0.0021847625463682,0.0497,7,1
"Fisher",-0.00241256942270845,0.0511,8,1
"Brown",-0.00241256942270845,0.0511,8,1
"Stouffer",-0.00241256942270845,0.0495,8,1
"DPM",-0.00241256942270845,0.0022,8,1
"ORBIT_P",-0.00241256942270845,0.0488,8,1
"Fisher",-0.00145477598157346,0.052,9,1
"Brown",-0.00145477598157346,0.052,9,1
"Stouffer",-0.00145477598157346,0.0468,9,1
"DPM",-0.00145477598157346,0.0017,9,1
"ORBIT_P",-0.00145477598157346,0.0488,9,1
"Fisher",-0.000221357030376708,0.0519,10,1
"Brown",-0.000221357030376708,0.0519,10,1
"Stouffer",-0.000221357030376708,0.0509,10,1
"DPM",-0.000221357030376708,0.0012,10,1
"ORBIT_P",-0.000221357030376708,0.0517,10,1
"Fisher",-0.000827310745094469,0.0498,11,1
"Brown",-0.000827310745094469,0.0498,11,1
"Stouffer",-0.000827310745094469,0.0502,11,1
"DPM",-0.000827310745094469,6e-04,11,1
"ORBIT_P",-0.000827310745094469,0.0488,11,1
"Fisher",0.00100824531984126,0.0508,12,1
"Brown",0.00100824531984126,0.0508,12,1
"Stouffer",0.00100824531984126,0.053,12,1
"DPM",0.00100824531984126,5e-04,12,1
"ORBIT_P",0.00100824531984126,0.0503,12,1
"Fisher",0.000653468115388285,0.0495,13,1
"Brown",0.000653468115388285,0.0495,13,1
"Stouffer",0.000653468115388285,0.0494,13,1
"DPM",0.000653468115388285,5e-04,13,1
"ORBIT_P",0.000653468115388285,0.0492,13,1
"Fisher",0.000497196714117882,0.052,14,1
"Brown",0.000497196714117882,0.052,14,1
"Stouffer",0.000497196714117882,0.0493,14,1
"DPM",0.000497196714117882,4e-04,14,1
"ORBIT_P",0.000497196714117882,0.0504,14,1
"Fisher",0.00109923093403357,0.0504,15,1
"Brown",0.00109923093403357,0.0504,15,1
"Stouffer",0.00109923093403357,0.0505,15,1
"DPM",0.00109923093403357,3e-04,15,1
"ORBIT_P",0.00109923093403357,0.0474,15,1
"Fisher",0.00137804277653339,0.0484,16,1
"Brown",0.00137804277653339,0.0484,16,1
"Stouffer",0.00137804277653339,0.0528,16,1
"DPM",0.00137804277653339,4e-04,16,1
"ORBIT_P",0.00137804277653339,0.049,16,1
"Fisher",0.00116498603934761,0.0497,17,1
"Brown",0.00116498603934761,0.0497,17,1
"Stouffer",0.00116498603934761,0.0517,17,1
"DPM",0.00116498603934761,0,17,1
"ORBIT_P",0.00116498603934761,0.0483,17,1
"Fisher",0.0006714396054209,0.0507,18,1
"Brown",0.0006714396054209,0.0507,18,1
"Stouffer",0.0006714396054209,0.0509,18,1
"DPM",0.0006714396054209,0,18,1
"ORBIT_P",0.0006714396054209,0.0516,18,1
"Fisher",0.000597565201088336,0.0511,19,1
"Brown",0.000597565201088336,0.0511,19,1
"Stouffer",0.000597565201088336,0.0516,19,1
"DPM",0.000597565201088336,0,19,1
"ORBIT_P",0.000597565201088336,0.0509,19,1
"Fisher",0.000543002761542984,0.0509,20,1
"Brown",0.000543002761542984,0.0509,20,1
"Stouffer",0.000543002761542984,0.0532,20,1
"DPM",0.000543002761542984,0,20,1
"ORBIT_P",0.000543002761542984,0.0509,20,1
"Fisher",0.0121039352520962,0.0558,2,2
"Brown",0.0121039352520962,0.0558,2,2
"Stouffer",0.0121039352520962,0.0541,2,2
"DPM",0.0121039352520962,0.0339,2,2
"ORBIT_P",0.0121039352520962,0.0538,2,2
"Fisher",0.00462127142174277,0.0519,3,2
"Brown",0.00462127142174277,0.0519,3,2
"Stouffer",0.00462127142174277,0.0518,3,2
"DPM",0.00462127142174277,0.0177,3,2
"ORBIT_P",0.00462127142174277,0.0501,3,2
"Fisher",0.002452399641657,0.0481,4,2
"Brown",0.002452399641657,0.0481,4,2
"Stouffer",0.002452399641657,0.0532,4,2
"DPM",0.002452399641657,0.0104,4,2
"ORBIT_P",0.002452399641657,0.0519,4,2
"Fisher",0.00362452590398142,0.0491,5,2
"Brown",0.00362452590398142,0.0491,5,2
"Stouffer",0.00362452590398142,0.0509,5,2
"DPM",0.00362452590398142,0.0083,5,2
"ORBIT_P",0.00362452590398142,0.049,5,2
"Fisher",0.00434060223241289,0.0505,6,2
"Brown",0.00434060223241289,0.0505,6,2
"Stouffer",0.00434060223241289,0.0469,6,2
"DPM",0.00434060223241289,0.007,6,2
"ORBIT_P",0.00434060223241289,0.0448,6,2
"Fisher",0.00267470655257803,0.0489,7,2
"Brown",0.00267470655257803,0.0489,7,2
"Stouffer",0.00267470655257803,0.0514,7,2
"DPM",0.00267470655257803,0.004,7,2
"ORBIT_P",0.00267470655257803,0.0478,7,2
"Fisher",0.000906968488270826,0.0498,8,2
"Brown",0.000906968488270826,0.0498,8,2
"Stouffer",0.000906968488270826,0.0511,8,2
"DPM",0.000906968488270826,0.0028,8,2
"ORBIT_P",0.000906968488270826,0.0499,8,2
"Fisher",0.00137229525760785,0.0503,9,2
"Brown",0.00137229525760785,0.0503,9,2
"Stouffer",0.00137229525760785,0.0512,9,2
"DPM",0.00137229525760785,0.0018,9,2
"ORBIT_P",0.00137229525760785,0.05,9,2
"Fisher",0.000841010748399271,0.0498,10,2
"Brown",0.000841010748399271,0.0495,10,2
"Stouffer",0.000841010748399271,0.0502,10,2
"DPM",0.000841010748399271,0.0015,10,2
"ORBIT_P",0.000841010748399271,0.0495,10,2
"Fisher",-0.000505930608733175,0.052,11,2
"Brown",-0.000505930608733175,0.0515,11,2
"Stouffer",-0.000505930608733175,0.0474,11,2
"DPM",-0.000505930608733175,8e-04,11,2
"ORBIT_P",-0.000505930608733175,0.0488,11,2
"Fisher",2.37469296836314e-05,0.0511,12,2
"Brown",2.37469296836314e-05,0.051,12,2
"Stouffer",2.37469296836314e-05,0.0489,12,2
"DPM",2.37469296836314e-05,4e-04,12,2
"ORBIT_P",2.37469296836314e-05,0.052,12,2
"Fisher",-0.000190974493812577,0.052,13,2
"Brown",-0.000190974493812577,0.051,13,2
"Stouffer",-0.000190974493812577,0.0501,13,2
"DPM",-0.000190974493812577,2e-04,13,2
"ORBIT_P",-0.000190974493812577,0.0508,13,2
"Fisher",-0.000294157301836693,0.051,14,2
"Brown",-0.000294157301836693,0.0497,14,2
"Stouffer",-0.000294157301836693,0.0507,14,2
"DPM",-0.000294157301836693,2e-04,14,2
"ORBIT_P",-0.000294157301836693,0.0493,14,2
"Fisher",-0.000678942308822837,0.0496,15,2
"Brown",-0.000678942308822837,0.0491,15,2
"Stouffer",-0.000678942308822837,0.0498,15,2
"DPM",-0.000678942308822837,3e-04,15,2
"ORBIT_P",-0.000678942308822837,0.0481,15,2
"Fisher",-0.000130487037415404,0.0503,16,2
"Brown",-0.000130487037415404,0.0492,16,2
"Stouffer",-0.000130487037415404,0.0498,16,2
"DPM",-0.000130487037415404,2e-04,16,2
"ORBIT_P",-0.000130487037415404,0.0493,16,2
"Fisher",-0.000364302445127344,0.0495,17,2
"Brown",-0.000364302445127344,0.0492,17,2
"Stouffer",-0.000364302445127344,0.0486,17,2
"DPM",-0.000364302445127344,1e-04,17,2
"ORBIT_P",-0.000364302445127344,0.0489,17,2
"Fisher",-0.000351027879811279,0.0503,18,2
"Brown",-0.000351027879811279,0.0486,18,2
"Stouffer",-0.000351027879811279,0.0489,18,2
"DPM",-0.000351027879811279,0,18,2
"ORBIT_P",-0.000351027879811279,0.0472,18,2
"Fisher",-0.000385996489956475,0.0496,19,2
"Brown",-0.000385996489956475,0.0487,19,2
"Stouffer",-0.000385996489956475,0.0506,19,2
"DPM",-0.000385996489956475,0,19,2
"ORBIT_P",-0.000385996489956475,0.0505,19,2
"Fisher",-0.000637445496090452,0.0498,20,2
"Brown",-0.000637445496090452,0.0489,20,2
"Stouffer",-0.000637445496090452,0.0501,20,2
"DPM",-0.000637445496090452,0,20,2
"ORBIT_P",-0.000637445496090452,0.0486,20,2
"Fisher",-0.0108067987856722,0.0508,2,3
"Brown",-0.0108067987856722,0.0508,2,3
"Stouffer",-0.0108067987856722,0.0487,2,3
"DPM",-0.0108067987856722,0.0282,2,3
"ORBIT_P",-0.0108067987856722,0.0491,2,3
"Fisher",-0.00967381686801774,0.0539,3,3
"Brown",-0.00967381686801774,0.0534,3,3
"Stouffer",-0.00967381686801774,0.0503,3,3
"DPM",-0.00967381686801774,0.0168,3,3
"ORBIT_P",-0.00967381686801774,0.0474,3,3
"Fisher",-0.00602157616485932,0.0507,4,3
"Brown",-0.00602157616485932,0.0505,4,3
"Stouffer",-0.00602157616485932,0.0483,4,3
"DPM",-0.00602157616485932,0.011,4,3
"ORBIT_P",-0.00602157616485932,0.0484,4,3
"Fisher",-0.00314444408504826,0.0513,5,3
"Brown",-0.00314444408504826,0.0513,5,3
"Stouffer",-0.00314444408504826,0.0474,5,3
"DPM",-0.00314444408504826,0.0065,5,3
"ORBIT_P",-0.00314444408504826,0.0469,5,3
"Fisher",-0.00257060246085075,0.0523,6,3
"Brown",-0.00257060246085075,0.0523,6,3
"Stouffer",-0.00257060246085075,0.0505,6,3
"DPM",-0.00257060246085075,0.005,6,3
"ORBIT_P",-0.00257060246085075,0.0516,6,3
"Fisher",0.000592361907068713,0.0535,7,3
"Brown",0.000592361907068713,0.0535,7,3
"Stouffer",0.000592361907068713,0.0528,7,3
"DPM",0.000592361907068713,0.0035,7,3
"ORBIT_P",0.000592361907068713,0.0536,7,3
"Fisher",0.00107119893307444,0.0529,8,3
"Brown",0.00107119893307444,0.0529,8,3
"Stouffer",0.00107119893307444,0.0573,8,3
"DPM",0.00107119893307444,0.0027,8,3
"ORBIT_P",0.00107119893307444,0.0545,8,3
"Fisher",0.00122928348336945,0.0526,9,3
"Brown",0.00122928348336945,0.0526,9,3
"Stouffer",0.00122928348336945,0.0547,9,3
"DPM",0.00122928348336945,0.0014,9,3
"ORBIT_P",0.00122928348336945,0.0526,9,3
"Fisher",0.00149958874801113,0.0503,10,3
"Brown",0.00149958874801113,0.0503,10,3
"Stouffer",0.00149958874801113,0.0538,10,3
"DPM",0.00149958874801113,0.0013,10,3
"ORBIT_P",0.00149958874801113,0.0527,10,3
"Fisher",0.00113096721499474,0.0515,11,3
"Brown",0.00113096721499474,0.0505,11,3
"Stouffer",0.00113096721499474,0.0555,11,3
"DPM",0.00113096721499474,0.001,11,3
"ORBIT_P",0.00113096721499474,0.0551,11,3
"Fisher",0.000813823989600552,0.0518,12,3
"Brown",0.000813823989600552,0.0504,12,3
"Stouffer",0.000813823989600552,0.0534,12,3
"DPM",0.000813823989600552,5e-04,12,3
"ORBIT_P",0.000813823989600552,0.0523,12,3
"Fisher",8.44239111219379e-05,0.0526,13,3
"Brown",8.44239111219379e-05,0.0516,13,3
"Stouffer",8.44239111219379e-05,0.0525,13,3
"DPM",8.44239111219379e-05,3e-04,13,3
"ORBIT_P",8.44239111219379e-05,0.0504,13,3
"Fisher",0.000516439419249323,0.0536,14,3
"Brown",0.000516439419249323,0.0533,14,3
"Stouffer",0.000516439419249323,0.0511,14,3
"DPM",0.000516439419249323,1e-04,14,3
"ORBIT_P",0.000516439419249323,0.0506,14,3
"Fisher",0.00109941739189771,0.0509,15,3
"Brown",0.00109941739189771,0.0505,15,3
"Stouffer",0.00109941739189771,0.0526,15,3
"DPM",0.00109941739189771,1e-04,15,3
"ORBIT_P",0.00109941739189771,0.0498,15,3
"Fisher",0.000329956998332642,0.0522,16,3
"Brown",0.000329956998332642,0.052,16,3
"Stouffer",0.000329956998332642,0.0511,16,3
"DPM",0.000329956998332642,0,16,3
"ORBIT_P",0.000329956998332642,0.0513,16,3
"Fisher",0.000210995555461203,0.0531,17,3
"Brown",0.000210995555461203,0.0522,17,3
"Stouffer",0.000210995555461203,0.0534,17,3
"DPM",0.000210995555461203,0,17,3
"ORBIT_P",0.000210995555461203,0.0506,17,3
"Fisher",0.000340203735299328,0.0508,18,3
"Brown",0.000340203735299328,0.0497,18,3
"Stouffer",0.000340203735299328,0.0517,18,3
"DPM",0.000340203735299328,0,18,3
"ORBIT_P",0.000340203735299328,0.0504,18,3
"Fisher",0.000125214624525053,0.05,19,3
"Brown",0.000125214624525053,0.0494,19,3
"Stouffer",0.000125214624525053,0.0514,19,3
"DPM",0.000125214624525053,0,19,3
"ORBIT_P",0.000125214624525053,0.0493,19,3
"Fisher",8.04986202907952e-05,0.0491,20,3
"Brown",8.04986202907952e-05,0.0486,20,3
"Stouffer",8.04986202907952e-05,0.0518,20,3
"DPM",8.04986202907952e-05,0,20,3
"ORBIT_P",8.04986202907952e-05,0.0494,20,3
"Fisher",-0.0126420827257949,0.0483,2,4
"Brown",-0.0126420827257949,0.0483,2,4
"Stouffer",-0.0126420827257949,0.0485,2,4
"DPM",-0.0126420827257949,0.0276,2,4
"ORBIT_P",-0.0126420827257949,0.048,2,4
"Fisher",0.000701920205561616,0.0484,3,4
"Brown",0.000701920205561616,0.0484,3,4
"Stouffer",0.000701920205561616,0.0472,3,4
"DPM",0.000701920205561616,0.0176,3,4
"ORBIT_P",0.000701920205561616,0.0477,3,4
"Fisher",-0.00595444800154214,0.0455,4,4
"Brown",-0.00595444800154214,0.0455,4,4
"Stouffer",-0.00595444800154214,0.0467,4,4
"DPM",-0.00595444800154214,0.0096,4,4
"ORBIT_P",-0.00595444800154214,0.0459,4,4
"Fisher",-0.00306293919715256,0.0465,5,4
"Brown",-0.00306293919715256,0.0465,5,4
"Stouffer",-0.00306293919715256,0.0458,5,4
"DPM",-0.00306293919715256,0.007,5,4
"ORBIT_P",-0.00306293919715256,0.0475,5,4
"Fisher",-0.000754490623999156,0.0477,6,4
"Brown",-0.000754490623999156,0.0471,6,4
"Stouffer",-0.000754490623999156,0.0473,6,4
"DPM",-0.000754490623999156,0.005,6,4
"ORBIT_P",-0.000754490623999156,0.0489,6,4
"Fisher",-0.00133636342481934,0.0481,7,4
"Brown",-0.00133636342481934,0.048,7,4
"Stouffer",-0.00133636342481934,0.0473,7,4
"DPM",-0.00133636342481934,0.0033,7,4
"ORBIT_P",-0.00133636342481934,0.0475,7,4
"Fisher",-0.000315784474660909,0.0454,8,4
"Brown",-0.000315784474660909,0.0451,8,4
"Stouffer",-0.000315784474660909,0.0459,8,4
"DPM",-0.000315784474660909,0.0017,8,4
"ORBIT_P",-0.000315784474660909,0.0478,8,4
"Fisher",0.000719903511727553,0.0472,9,4
"Brown",0.000719903511727553,0.0472,9,4
"Stouffer",0.000719903511727553,0.051,9,4
"DPM",0.000719903511727553,0.0016,9,4
"ORBIT_P",0.000719903511727553,0.0498,9,4
"Fisher",0.000227224408262699,0.0481,10,4
"Brown",0.000227224408262699,0.0481,10,4
"Stouffer",0.000227224408262699,0.0484,10,4
"DPM",0.000227224408262699,0.0011,10,4
"ORBIT_P",0.000227224408262699,0.0479,10,4
"Fisher",6.43951561031453e-05,0.0479,11,4
"Brown",6.43951561031453e-05,0.0479,11,4
"Stouffer",6.43951561031453e-05,0.0504,11,4
"DPM",6.43951561031453e-05,5e-04,11,4
"ORBIT_P",6.43951561031453e-05,0.049,11,4
"Fisher",0.000618275512804261,0.0492,12,4
"Brown",0.000618275512804261,0.0492,12,4
"Stouffer",0.000618275512804261,0.0517,12,4
"DPM",0.000618275512804261,2e-04,12,4
"ORBIT_P",0.000618275512804261,0.0512,12,4
"Fisher",0.000675970676953569,0.0485,13,4
"Brown",0.000675970676953569,0.0485,13,4
"Stouffer",0.000675970676953569,0.0501,13,4
"DPM",0.000675970676953569,3e-04,13,4
"ORBIT_P",0.000675970676953569,0.0508,13,4
"Fisher",0.000806580707093857,0.0489,14,4
"Brown",0.000806580707093857,0.0489,14,4
"Stouffer",0.000806580707093857,0.0531,14,4
"DPM",0.000806580707093857,3e-04,14,4
"ORBIT_P",0.000806580707093857,0.0499,14,4
"Fisher",0.000695421061142235,0.0489,15,4
"Brown",0.000695421061142235,0.0489,15,4
"Stouffer",0.000695421061142235,0.051,15,4
